opportunity_id,opportunity_name,stage,deal_value,sales_rep,account_type,partner_involved,product_category,competitor,next_step_defined,created_date,last_interaction_date,expected_close_date,pipeline_age_days,days_since_last_interaction,size_bucket,forecast_month,stale_opportunity
2174,Opportunity 1174,Validate,9199418,Macon K,New,Yes,Electronics,Fan C,No,2025-09-17,2025-10-27,2025-10-23,14,-26,5M-100M,2025-10,False
2175,Opportunity 1175,Validate,8348365,Dieter C,New,Yes,Software,Fan D,No,2025-07-11,2025-08-02,2025-09-28,82,60,5M-100M,2025-09,True
2176,Opportunity 1176,Decide,63708741,Maya Z,New,Yes,Software,Fan A,No,2025-07-21,2025-08-20,2025-10-04,72,42,5M-100M,2025-10,True
2177,Opportunity 1177,Decide,8037901,Dexter W,New,Yes,Electronics,Fan B,No,2025-09-19,2025-11-20,2025-12-29,12,-50,5M-100M,2025-12,False
2178,Opportunity 1178,Discover,882588,Xena J,New,Yes,Software,Fan A,No,2025-07-04,2025-09-15,2025-10-17,89,16,500K-1M,2025-10,False
2179,Opportunity 1179,Validate,219796607,Hayden E,New,No,Electronics,Fan A,No,2025-06-07,2025-07-22,2025-09-18,116,71,100M+,2025-09,True
2180,Opportunity 1180,Validate,28013594,Maya Z,New,No,Software,Fan E,No,2025-09-03,2025-10-08,2026-02-21,28,-7,5M-100M,2026-02,False
2181,Opportunity 1181,Select,108127159,Dieter C,New,No,Software,Fan D,No,2025-04-20,2025-07-11,2025-07-31,164,82,100M+,2025-07,True
2182,Opportunity 1182,Decide,2216003,Hayden E,New,Yes,Software,Fan E,Yes,2025-04-09,2025-05-21,2025-08-18,175,133,1M-5M,2025-08,True
2183,Opportunity 1183,Validate,6809354,Hayden E,New,Yes,Software,Fan D,No,2025-08-29,2025-09-03,2025-12-30,33,28,5M-100M,2025-12,False
2184,Opportunity 1184,Commit,19960811,Xena J,New,Yes,Electronics,Fan A,No,2025-07-21,2025-08-17,2025-10-27,72,45,5M-100M,2025-10,True
2185,Opportunity 1185,Discover,16914294,Ulysses H,New,No,Software,Fan A,No,2025-05-02,2025-07-11,2025-08-04,152,82,5M-100M,2025-08,True
2186,Opportunity 1186,Commit,12843202,Damon S,New,Yes,Software,Fan D,No,2025-04-27,2025-06-28,2025-07-27,157,95,5M-100M,2025-07,True
2187,Opportunity 1187,Commit,634420,Dieter C,New,No,Software,Fan A,Yes,2025-04-06,2025-05-08,2025-05-25,178,146,500K-1M,2025-05,True
2188,Opportunity 1188,Discover,1138329,Macon K,Existing,Yes,Software,Fan A,No,2025-08-22,2025-08-30,2025-11-03,40,32,1M-5M,2025-11,True
2189,Opportunity 1189,Commit,54900012,Evangeline N,Existing,No,Software,Fan B,No,2025-03-08,2025-06-01,2025-06-07,207,122,5M-100M,2025-06,True
2190,Opportunity 1190,Validate,67957661,Hayden E,Existing,No,Software,Fan E,No,2025-08-06,2025-08-24,2025-12-20,56,38,5M-100M,2025-12,True
2191,Opportunity 1191,Decide,7818618,Dieter C,New,Yes,Software,Fan E,No,2025-01-15,2025-04-03,2025-06-18,259,181,5M-100M,2025-06,True
2192,Opportunity 1192,Discover,47134367,Hayden E,Existing,Yes,Software,Fan E,No,2025-08-07,2025-08-22,2025-10-20,55,40,5M-100M,2025-10,True
2193,Opportunity 1193,Select,2602873,Howard W,Existing,Yes,Software,Fan C,No,2025-05-27,2025-06-22,2025-07-06,127,101,1M-5M,2025-07,True
2194,Opportunity 1194,Commit,3425262,Evangeline N,New,Yes,Software,Fan B,No,2025-06-01,2025-07-24,2025-09-26,122,69,1M-5M,2025-09,True
2195,Opportunity 1195,Discover,2367307,Xena J,New,Yes,Software,Fan E,Yes,2025-01-15,2025-02-28,2025-03-31,259,215,1M-5M,2025-03,True
2196,Opportunity 1196,Mutual Interest,3204595,Avram H,Existing,Yes,Electronics,Fan E,No,2025-03-25,2025-04-26,2025-08-13,190,158,1M-5M,2025-08,True
2197,Opportunity 1197,Mutual Interest,21151792,Dexter W,New,Yes,Software,Fan B,No,2025-07-11,2025-08-08,2025-10-29,82,54,5M-100M,2025-10,True
2198,Opportunity 1198,Decide,3157140,Hayden E,New,Yes,Software,Fan A,No,2025-02-10,2025-03-21,2025-04-12,233,194,1M-5M,2025-04,True
2199,Opportunity 1199,Validate,130605468,Damon S,Existing,Yes,Software,Fan E,No,2025-09-18,2025-10-20,2026-01-23,13,-19,100M+,2026-01,False
2200,Opportunity 1200,Decide,15434020,Dexter W,Existing,Yes,Software,Fan A,Yes,2025-05-16,2025-08-01,2025-06-19,138,61,5M-100M,2025-06,True
2201,Opportunity 1201,Decide,32652515,Evangeline N,New,Yes,Software,Fan E,No,2025-04-16,2025-07-04,2025-06-13,168,89,5M-100M,2025-06,True
2202,Opportunity 1202,Decide,15997270,Dexter W,New,Yes,Software,Fan D,Yes,2025-01-07,2025-01-25,2025-03-25,267,249,5M-100M,2025-03,True
2203,Opportunity 1203,Decide,38153329,Ulysses H,New,No,Software,Fan C,No,2025-01-30,2025-04-10,2025-03-16,244,174,5M-100M,2025-03,True
2204,Opportunity 1204,Select,3135816,Hayden E,Existing,Yes,Software,Fan E,Yes,2025-05-06,2025-05-17,2025-08-15,148,137,1M-5M,2025-08,True
2205,Opportunity 1205,Select,50441269,Dexter W,New,No,Software,Fan D,No,2025-03-20,2025-04-21,2025-05-17,195,163,5M-100M,2025-05,True
2206,Opportunity 1206,Discover,10523555,Avram H,New,Yes,Software,Fan B,No,2025-03-08,2025-03-28,2025-05-22,207,187,5M-100M,2025-05,True
2207,Opportunity 1207,Mutual Interest,37924933,Avram H,Existing,Yes,Software,Fan D,No,2025-01-23,2025-03-04,2025-03-16,251,211,5M-100M,2025-03,True
2208,Opportunity 1208,Decide,1579348,Hayden E,New,Yes,Software,Fan B,Yes,2025-07-08,2025-07-16,2025-11-08,85,77,1M-5M,2025-11,True
2209,Opportunity 1209,Discover,11036293,Reece P,Existing,Yes,Electronics,Fan E,No,2025-03-15,2025-04-19,2025-08-05,200,165,5M-100M,2025-08,True
2210,Opportunity 1210,Mutual Interest,10577995,Avram H,New,Yes,Software,Fan B,No,2025-01-05,2025-03-15,2025-03-09,269,200,5M-100M,2025-03,True
2211,Opportunity 1211,Commit,4226632,Dexter W,New,Yes,Software,Fan D,No,2025-03-23,2025-06-09,2025-08-16,192,114,1M-5M,2025-08,True
2212,Opportunity 1212,Validate,12938819,Macon K,Existing,Yes,Software,Fan C,No,2025-01-25,2025-02-15,2025-03-24,249,228,5M-100M,2025-03,True
2213,Opportunity 1213,Select,56374541,Maya Z,New,Yes,Electronics,Fan A,No,2025-09-21,2025-10-15,2025-10-29,10,-14,5M-100M,2025-10,False
2214,Opportunity 1214,Commit,3853980,Avram H,New,Yes,Software,Fan A,No,2025-01-02,2025-01-19,2025-03-11,272,255,1M-5M,2025-03,True
2215,Opportunity 1215,Mutual Interest,28182879,Dieter C,New,No,Software,Fan C,No,2025-08-12,2025-08-30,2026-01-23,50,32,5M-100M,2026-01,True
2216,Opportunity 1216,Commit,2296949,Evangeline N,Existing,Yes,Software,Fan A,Yes,2025-03-13,2025-03-25,2025-07-30,202,190,1M-5M,2025-07,True
2217,Opportunity 1217,Validate,111700698,Reece P,Existing,Yes,Software,Fan E,No,2025-03-09,2025-03-25,2025-06-15,206,190,100M+,2025-06,True
2218,Opportunity 1218,Mutual Interest,22782890,Dieter C,Existing,No,Software,Fan E,No,2025-04-04,2025-04-08,2025-09-16,180,176,5M-100M,2025-09,True
2219,Opportunity 1219,Commit,70430769,Dexter W,New,Yes,Software,Fan D,Yes,2025-01-19,2025-04-18,2025-05-24,255,166,5M-100M,2025-05,True
2220,Opportunity 1220,Select,19904823,Xena J,New,No,Electronics,Fan D,No,2025-05-08,2025-06-11,2025-10-03,146,112,5M-100M,2025-10,True
2221,Opportunity 1221,Select,14199762,Howard W,New,Yes,Software,Fan B,No,2025-03-23,2025-05-08,2025-08-17,192,146,5M-100M,2025-08,True
2222,Opportunity 1222,Discover,23011842,Xena J,Existing,Yes,Software,Fan D,No,2025-09-11,2025-11-25,2025-10-28,20,-55,5M-100M,2025-10,False
2223,Opportunity 1223,Commit,7543999,Ulysses H,New,No,Electronics,Fan E,No,2025-08-09,2025-10-25,2025-12-18,53,-24,5M-100M,2025-12,False
2224,Opportunity 1224,Decide,1275181,Dieter C,Existing,Yes,Software,Fan D,Yes,2025-04-07,2025-05-08,2025-08-24,177,146,1M-5M,2025-08,True
2225,Opportunity 1225,Commit,15201113,Howard W,New,No,Electronics,Fan A,No,2025-02-21,2025-03-18,2025-06-12,222,197,5M-100M,2025-06,True
2226,Opportunity 1226,Mutual Interest,3589042,Ulysses H,Existing,Yes,Software,Fan B,No,2025-06-24,2025-09-06,2025-11-05,99,25,1M-5M,2025-11,False
2227,Opportunity 1227,Mutual Interest,2369064,Howard W,Existing,Yes,Software,Fan B,Yes,2025-07-01,2025-07-25,2025-08-15,92,68,1M-5M,2025-08,True
2228,Opportunity 1228,Commit,19068566,Howard W,Existing,No,Software,Fan E,No,2025-04-25,2025-06-29,2025-06-14,159,94,5M-100M,2025-06,True
2229,Opportunity 1229,Validate,6357017,Maya Z,New,Yes,Software,Fan D,Yes,2025-01-01,2025-01-26,2025-06-17,273,248,5M-100M,2025-06,True
2230,Opportunity 1230,Select,30500245,Damon S,New,No,Software,Fan A,No,2025-03-04,2025-04-01,2025-07-17,211,183,5M-100M,2025-07,True
2231,Opportunity 1231,Mutual Interest,3447883,Evangeline N,New,Yes,Electronics,Fan D,No,2025-09-05,2025-10-11,2026-02-13,26,-10,1M-5M,2026-02,False
2232,Opportunity 1232,Select,5050537,Xena J,New,Yes,Electronics,Fan C,No,2025-08-19,2025-11-09,2025-10-31,43,-39,5M-100M,2025-10,False
2233,Opportunity 1233,Mutual Interest,35333964,Avram H,New,Yes,Software,Fan D,Yes,2025-08-14,2025-08-20,2026-01-13,48,42,5M-100M,2026-01,True
2234,Opportunity 1234,Discover,12432333,Dexter W,New,No,Software,Fan E,Yes,2025-01-19,2025-03-26,2025-07-03,255,189,5M-100M,2025-07,True
2235,Opportunity 1235,Decide,1509375,Reece P,New,Yes,Software,Fan D,No,2025-01-31,2025-04-08,2025-06-20,243,176,1M-5M,2025-06,True
2236,Opportunity 1236,Mutual Interest,12107226,Evangeline N,Existing,Yes,Electronics,Fan B,Yes,2025-05-01,2025-07-12,2025-09-24,153,81,5M-100M,2025-09,True
2237,Opportunity 1237,Select,52561068,Ulysses H,Existing,No,Software,Fan A,No,2025-01-24,2025-03-13,2025-06-28,250,202,5M-100M,2025-06,True
2238,Opportunity 1238,Discover,5003794,Maya Z,New,No,Software,Fan E,No,2025-07-30,2025-10-21,2025-09-16,63,-20,5M-100M,2025-09,False
2239,Opportunity 1239,Mutual Interest,18213419,Ulysses H,Existing,Yes,Software,Fan C,No,2025-06-10,2025-08-19,2025-09-11,113,43,5M-100M,2025-09,True
2240,Opportunity 1240,Validate,3206644,Damon S,New,Yes,Software,Fan A,No,2025-09-12,2025-11-29,2025-11-20,19,-59,1M-5M,2025-11,False
2241,Opportunity 1241,Decide,7540960,Reece P,New,Yes,Electronics,Fan A,No,2025-02-28,2025-05-06,2025-05-19,215,148,5M-100M,2025-05,True
2242,Opportunity 1242,Mutual Interest,32861182,Maya Z,New,Yes,Software,Fan B,No,2025-04-24,2025-06-11,2025-10-07,160,112,5M-100M,2025-10,True
2243,Opportunity 1243,Discover,11560191,Ulysses H,Existing,Yes,Software,Fan B,No,2025-06-09,2025-08-13,2025-09-02,114,49,5M-100M,2025-09,True
2244,Opportunity 1244,Validate,41746402,Damon S,New,Yes,Software,Fan B,No,2025-08-08,2025-09-21,2025-11-26,54,10,5M-100M,2025-11,False
2245,Opportunity 1245,Commit,14803332,Dexter W,New,Yes,Software,Fan E,No,2025-06-18,2025-08-20,2025-12-07,105,42,5M-100M,2025-12,True
2246,Opportunity 1246,Discover,127354820,Dexter W,Existing,No,Software,Fan D,No,2025-01-12,2025-02-27,2025-04-21,262,216,100M+,2025-04,True
2247,Opportunity 1247,Discover,1358788,Ulysses H,New,No,Software,Fan A,No,2025-08-30,2025-09-18,2026-02-03,32,13,1M-5M,2026-02,False
2248,Opportunity 1248,Validate,6847320,Evangeline N,Existing,Yes,Software,Fan D,Yes,2025-05-19,2025-07-22,2025-10-21,135,71,5M-100M,2025-10,True
2249,Opportunity 1249,Discover,2418261,Reece P,Existing,Yes,Software,Fan D,No,2025-04-07,2025-06-29,2025-07-06,177,94,1M-5M,2025-07,True
2250,Opportunity 1250,Validate,2624762,Hayden E,Existing,Yes,Software,Fan B,No,2025-05-27,2025-08-08,2025-09-13,127,54,1M-5M,2025-09,True
2251,Opportunity 1251,Mutual Interest,2653472,Evangeline N,New,Yes,Software,Fan D,No,2025-07-01,2025-09-10,2025-11-28,92,21,1M-5M,2025-11,False
2252,Opportunity 1252,Validate,10867323,Dexter W,New,No,Software,Fan A,No,2025-02-26,2025-04-17,2025-07-06,217,167,5M-100M,2025-07,True
2253,Opportunity 1253,Validate,11658675,Reece P,New,Yes,Software,Fan A,Yes,2025-02-11,2025-04-15,2025-05-28,232,169,5M-100M,2025-05,True
2254,Opportunity 1254,Decide,14841637,Damon S,New,Yes,Software,Fan C,Yes,2025-07-18,2025-08-28,2026-01-08,75,34,5M-100M,2026-01,True
2255,Opportunity 1255,Validate,2309005,Maya Z,New,Yes,Software,Fan E,No,2025-01-31,2025-02-07,2025-07-05,243,236,1M-5M,2025-07,True
2256,Opportunity 1256,Validate,6022001,Macon K,New,Yes,Software,Fan D,No,2025-06-29,2025-07-08,2025-08-19,94,85,5M-100M,2025-08,True
2257,Opportunity 1257,Commit,2793613,Dieter C,Existing,Yes,Software,Fan E,No,2025-01-02,2025-01-06,2025-04-24,272,268,1M-5M,2025-04,True
2258,Opportunity 1258,Mutual Interest,27318040,Howard W,Existing,Yes,Electronics,Fan E,No,2025-05-18,2025-08-15,2025-11-04,136,47,5M-100M,2025-11,True
2259,Opportunity 1259,Decide,3127294,Ulysses H,New,Yes,Software,Fan E,No,2025-04-15,2025-06-03,2025-07-31,169,120,1M-5M,2025-07,True
2260,Opportunity 1260,Commit,6875984,Macon K,New,Yes,Software,Fan E,No,2025-08-06,2025-10-21,2025-12-08,56,-20,5M-100M,2025-12,False
2261,Opportunity 1261,Select,17406734,Xena J,New,No,Software,Fan A,Yes,2025-08-10,2025-08-16,2025-12-26,52,46,5M-100M,2025-12,True
2262,Opportunity 1262,Mutual Interest,4244971,Reece P,New,No,Software,Fan D,No,2025-04-15,2025-07-06,2025-09-01,169,87,1M-5M,2025-09,True
2263,Opportunity 1263,Mutual Interest,20432843,Dieter C,Existing,Yes,Electronics,Fan C,No,2025-05-07,2025-05-28,2025-07-27,147,126,5M-100M,2025-07,True
2264,Opportunity 1264,Select,60327323,Avram H,Existing,Yes,Software,Fan E,No,2025-09-22,2025-10-07,2026-02-01,9,-6,5M-100M,2026-02,False
2265,Opportunity 1265,Validate,11157852,Damon S,Existing,Yes,Electronics,Fan C,No,2025-07-19,2025-09-24,2025-11-26,74,7,5M-100M,2025-11,False
2266,Opportunity 1266,Commit,26217379,Hayden E,Existing,Yes,Electronics,Fan A,No,2025-09-09,2025-11-14,2026-02-27,22,-44,5M-100M,2026-02,False
2267,Opportunity 1267,Discover,738144,Howard W,New,Yes,Electronics,Fan A,No,2025-01-15,2025-03-12,2025-04-17,259,203,500K-1M,2025-04,True
2268,Opportunity 1268,Decide,5310187,Avram H,Existing,Yes,Electronics,Fan B,No,2025-08-14,2025-10-21,2025-10-10,48,-20,5M-100M,2025-10,False
2269,Opportunity 1269,Discover,11093622,Hayden E,New,Yes,Electronics,Fan E,No,2025-04-15,2025-05-17,2025-06-29,169,137,5M-100M,2025-06,True
2270,Opportunity 1270,Select,2511628,Xena J,New,Yes,Software,Fan B,No,2025-08-21,2025-10-26,2025-10-17,41,-25,1M-5M,2025-10,False
2271,Opportunity 1271,Mutual Interest,11400630,Dexter W,New,Yes,Software,Fan C,No,2025-08-07,2025-09-05,2025-09-07,55,26,5M-100M,2025-09,False
2272,Opportunity 1272,Mutual Interest,31703215,Evangeline N,New,Yes,Software,Fan D,No,2025-09-18,2025-11-23,2026-02-21,13,-53,5M-100M,2026-02,False
2273,Opportunity 1273,Decide,931477,Ulysses H,New,Yes,Software,Fan B,No,2025-07-09,2025-08-12,2025-08-24,84,50,500K-1M,2025-08,True
2274,Opportunity 1274,Mutual Interest,2133154,Maya Z,New,Yes,Electronics,Fan A,No,2025-07-17,2025-08-13,2025-10-13,76,49,1M-5M,2025-10,True
2275,Opportunity 1275,Mutual Interest,11092457,Hayden E,Existing,Yes,Software,Fan E,No,2025-02-08,2025-04-09,2025-07-19,235,175,5M-100M,2025-07,True
2276,Opportunity 1276,Decide,15440487,Howard W,New,Yes,Electronics,Fan C,Yes,2025-06-11,2025-07-20,2025-09-25,112,73,5M-100M,2025-09,True
2277,Opportunity 1277,Commit,21545907,Macon K,New,No,Electronics,Fan A,Yes,2025-05-01,2025-06-14,2025-10-08,153,109,5M-100M,2025-10,True
2278,Opportunity 1278,Commit,10150843,Reece P,New,No,Software,Fan D,No,2025-09-19,2025-12-10,2026-02-10,12,-70,5M-100M,2026-02,False
2279,Opportunity 1279,Decide,15460746,Dexter W,Existing,No,Software,Fan E,No,2025-08-04,2025-09-09,2025-12-08,58,22,5M-100M,2025-12,False
2280,Opportunity 1280,Select,26276271,Reece P,New,Yes,Software,Fan D,No,2025-02-18,2025-03-09,2025-07-02,225,206,5M-100M,2025-07,True
2281,Opportunity 1281,Mutual Interest,5404001,Howard W,Existing,Yes,Software,Fan D,No,2025-04-02,2025-05-17,2025-05-25,182,137,5M-100M,2025-05,True
2282,Opportunity 1282,Mutual Interest,4280997,Reece P,Existing,No,Software,Fan E,No,2025-05-09,2025-08-01,2025-07-12,145,61,1M-5M,2025-07,True
2283,Opportunity 1283,Select,7259286,Hayden E,New,Yes,Electronics,Fan E,No,2025-01-28,2025-02-18,2025-02-28,246,225,5M-100M,2025-02,True
2284,Opportunity 1284,Commit,11289521,Macon K,Existing,Yes,Software,Fan D,Yes,2025-05-28,2025-06-20,2025-07-29,126,103,5M-100M,2025-07,True
2285,Opportunity 1285,Validate,4033204,Damon S,New,No,Software,Fan C,No,2025-03-06,2025-06-03,2025-06-19,209,120,1M-5M,2025-06,True
2286,Opportunity 1286,Validate,5539923,Reece P,New,Yes,Software,Fan E,No,2025-08-06,2025-09-02,2025-11-29,56,29,5M-100M,2025-11,False
2287,Opportunity 1287,Validate,14321065,Evangeline N,Existing,Yes,Software,Fan A,No,2025-02-20,2025-05-03,2025-08-06,223,151,5M-100M,2025-08,True
2288,Opportunity 1288,Commit,10738016,Macon K,New,Yes,Software,Fan B,No,2025-03-15,2025-04-03,2025-07-03,200,181,5M-100M,2025-07,True
2289,Opportunity 1289,Commit,7114143,Xena J,New,Yes,Software,Fan C,No,2025-07-18,2025-08-28,2025-10-17,75,34,5M-100M,2025-10,True
2290,Opportunity 1290,Select,1099885,Maya Z,New,Yes,Software,Fan E,No,2025-07-11,2025-08-06,2025-09-21,82,56,1M-5M,2025-09,True
2291,Opportunity 1291,Mutual Interest,8848782,Hayden E,New,Yes,Software,Fan E,Yes,2025-07-08,2025-08-05,2025-12-05,85,57,5M-100M,2025-12,True
2292,Opportunity 1292,Select,2774539,Dieter C,Existing,Yes,Software,Fan C,No,2025-01-12,2025-03-17,2025-04-10,262,198,1M-5M,2025-04,True
2293,Opportunity 1293,Select,28910032,Avram H,New,Yes,Electronics,Fan B,No,2025-08-27,2025-11-03,2025-10-04,35,-33,5M-100M,2025-10,False
2294,Opportunity 1294,Commit,6135085,Macon K,Existing,No,Software,Fan D,No,2025-03-22,2025-06-10,2025-07-06,193,113,5M-100M,2025-07,True
2295,Opportunity 1295,Validate,2688574,Dieter C,New,Yes,Software,Fan A,No,2025-09-27,2025-11-17,2025-12-28,4,-47,1M-5M,2025-12,False
2296,Opportunity 1296,Discover,8253501,Dieter C,Existing,Yes,Software,Fan E,No,2025-02-17,2025-05-02,2025-05-09,226,152,5M-100M,2025-05,True
2297,Opportunity 1297,Mutual Interest,40826400,Dieter C,New,No,Software,Fan B,No,2025-07-28,2025-09-14,2025-09-18,65,17,5M-100M,2025-09,False
2298,Opportunity 1298,Commit,18943643,Howard W,New,No,Software,Fan A,No,2025-02-04,2025-02-14,2025-04-04,239,229,5M-100M,2025-04,True
2299,Opportunity 1299,Validate,11569704,Dexter W,Existing,Yes,Software,Fan C,No,2025-04-29,2025-07-11,2025-06-18,155,82,5M-100M,2025-06,True
2300,Opportunity 1300,Discover,1809725,Macon K,New,No,Software,Fan E,No,2025-03-06,2025-04-14,2025-05-17,209,170,1M-5M,2025-05,True
2301,Opportunity 1301,Discover,62203393,Hayden E,New,No,Software,Fan D,No,2025-08-30,2025-09-18,2026-02-10,32,13,5M-100M,2026-02,False
2302,Opportunity 1302,Commit,4214524,Damon S,New,No,Software,Fan C,No,2025-02-05,2025-04-10,2025-03-22,238,174,1M-5M,2025-03,True
2303,Opportunity 1303,Decide,27249362,Dieter C,Existing,Yes,Software,Fan E,Yes,2025-09-09,2025-09-28,2025-10-31,22,3,5M-100M,2025-10,False
2304,Opportunity 1304,Mutual Interest,6013782,Dexter W,New,No,Software,Fan B,Yes,2025-08-31,2025-11-15,2025-12-25,31,-45,5M-100M,2025-12,False
2305,Opportunity 1305,Discover,24276259,Evangeline N,Existing,No,Software,Fan A,No,2025-02-11,2025-04-14,2025-04-12,232,170,5M-100M,2025-04,True
2306,Opportunity 1306,Commit,42637679,Howard W,New,No,Software,Fan A,No,2025-03-10,2025-03-23,2025-08-07,205,192,5M-100M,2025-08,True
2307,Opportunity 1307,Commit,19341521,Dexter W,New,Yes,Electronics,Fan E,No,2025-04-17,2025-05-12,2025-07-24,167,142,5M-100M,2025-07,True
2308,Opportunity 1308,Validate,22010407,Reece P,Existing,Yes,Software,Fan C,No,2025-02-08,2025-05-08,2025-07-21,235,146,5M-100M,2025-07,True
2309,Opportunity 1309,Decide,7896050,Hayden E,Existing,Yes,Software,Fan D,No,2025-03-10,2025-04-21,2025-08-01,205,163,5M-100M,2025-08,True
2310,Opportunity 1310,Mutual Interest,5278965,Xena J,Existing,Yes,Software,Fan B,No,2025-06-29,2025-08-07,2025-09-25,94,55,5M-100M,2025-09,True
2311,Opportunity 1311,Select,10490266,Howard W,Existing,No,Electronics,Fan E,No,2025-01-12,2025-02-11,2025-07-06,262,232,5M-100M,2025-07,True
2312,Opportunity 1312,Validate,5909682,Ulysses H,New,Yes,Software,Fan B,No,2025-07-23,2025-07-28,2025-11-06,70,65,5M-100M,2025-11,True
2313,Opportunity 1313,Discover,171594458,Evangeline N,New,Yes,Software,Fan A,No,2025-02-05,2025-04-27,2025-07-22,238,157,100M+,2025-07,True
2314,Opportunity 1314,Discover,2701101,Dieter C,New,No,Software,Fan D,No,2025-05-06,2025-05-24,2025-06-11,148,130,1M-5M,2025-06,True
2315,Opportunity 1315,Validate,29576842,Maya Z,Existing,Yes,Software,Fan B,No,2025-03-04,2025-03-25,2025-05-09,211,190,5M-100M,2025-05,True
2316,Opportunity 1316,Commit,16529152,Howard W,Existing,Yes,Software,Fan E,No,2025-03-23,2025-06-17,2025-07-16,192,106,5M-100M,2025-07,True
2317,Opportunity 1317,Discover,11708746,Damon S,New,Yes,Software,Fan D,No,2025-02-03,2025-03-25,2025-03-20,240,190,5M-100M,2025-03,True
2318,Opportunity 1318,Decide,52475834,Hayden E,New,Yes,Software,Fan C,No,2025-08-28,2025-09-03,2026-01-20,34,28,5M-100M,2026-01,False
2319,Opportunity 1319,Mutual Interest,12711948,Reece P,New,Yes,Electronics,Fan E,No,2025-04-07,2025-05-27,2025-09-01,177,127,5M-100M,2025-09,True
2320,Opportunity 1320,Decide,4147895,Maya Z,Existing,No,Software,Fan B,No,2025-02-18,2025-05-09,2025-04-02,225,145,1M-5M,2025-04,True
2321,Opportunity 1321,Discover,12610955,Maya Z,New,Yes,Software,Fan D,No,2025-05-26,2025-07-31,2025-11-10,128,62,5M-100M,2025-11,True
2322,Opportunity 1322,Select,7132597,Evangeline N,New,Yes,Software,Fan E,No,2025-05-05,2025-05-06,2025-08-29,149,148,5M-100M,2025-08,True
2323,Opportunity 1323,Mutual Interest,16255495,Dexter W,New,Yes,Software,Fan D,No,2025-07-08,2025-09-03,2025-11-18,85,28,5M-100M,2025-11,False
2324,Opportunity 1324,Mutual Interest,23574787,Damon S,Existing,Yes,Software,Fan D,Yes,2025-02-26,2025-03-28,2025-08-15,217,187,5M-100M,2025-08,True
2325,Opportunity 1325,Validate,3169531,Dexter W,Existing,Yes,Electronics,Fan D,Yes,2025-04-19,2025-06-16,2025-07-01,165,107,1M-5M,2025-07,True
2326,Opportunity 1326,Validate,37296249,Reece P,Existing,Yes,Software,Fan B,No,2025-01-05,2025-02-26,2025-03-03,269,217,5M-100M,2025-03,True
2327,Opportunity 1327,Select,6544399,Maya Z,New,Yes,Electronics,Fan E,No,2025-01-24,2025-03-02,2025-03-10,250,213,5M-100M,2025-03,True
2328,Opportunity 1328,Commit,15132218,Damon S,New,No,Software,Fan A,No,2025-08-09,2025-09-26,2025-10-27,53,5,5M-100M,2025-10,False
2329,Opportunity 1329,Mutual Interest,18632840,Damon S,Existing,Yes,Software,Fan A,No,2025-01-10,2025-04-07,2025-06-03,264,177,5M-100M,2025-06,True
2330,Opportunity 1330,Select,13809487,Avram H,Existing,Yes,Electronics,Fan B,No,2025-06-14,2025-06-15,2025-09-19,109,108,5M-100M,2025-09,True
2331,Opportunity 1331,Validate,7795598,Hayden E,New,No,Software,Fan B,No,2025-08-03,2025-08-22,2025-12-02,59,40,5M-100M,2025-12,True
2332,Opportunity 1332,Validate,4943988,Maya Z,New,Yes,Software,Fan D,No,2025-05-06,2025-06-21,2025-10-03,148,102,1M-5M,2025-10,True
2333,Opportunity 1333,Mutual Interest,6434640,Maya Z,New,Yes,Software,Fan E,No,2025-09-24,2025-11-30,2026-03-12,7,-60,5M-100M,2026-03,False
2334,Opportunity 1334,Decide,58130806,Damon S,New,Yes,Software,Fan E,No,2025-03-29,2025-03-31,2025-05-13,186,184,5M-100M,2025-05,True
2335,Opportunity 1335,Discover,3143854,Dexter W,Existing,Yes,Software,Fan C,No,2025-04-24,2025-06-19,2025-07-15,160,104,1M-5M,2025-07,True
2336,Opportunity 1336,Validate,3748656,Maya Z,New,Yes,Software,Fan C,No,2025-01-21,2025-02-07,2025-04-09,253,236,1M-5M,2025-04,True
2337,Opportunity 1337,Commit,3556265,Damon S,New,Yes,Software,Fan A,No,2025-05-28,2025-08-18,2025-08-27,126,44,1M-5M,2025-08,True
2338,Opportunity 1338,Commit,10458280,Maya Z,New,Yes,Software,Fan C,No,2025-09-02,2025-11-20,2025-12-24,29,-50,5M-100M,2025-12,False
2339,Opportunity 1339,Validate,1425956,Damon S,New,Yes,Software,Fan C,Yes,2025-09-23,2025-10-15,2025-12-17,8,-14,1M-5M,2025-12,False
2340,Opportunity 1340,Decide,1751053,Avram H,New,Yes,Electronics,Fan A,No,2025-08-05,2025-09-01,2026-01-01,57,30,1M-5M,2026-01,False
2341,Opportunity 1341,Decide,6497020,Hayden E,New,Yes,Software,Fan A,No,2025-08-28,2025-10-22,2025-12-25,34,-21,5M-100M,2025-12,False
2342,Opportunity 1342,Select,1894886,Damon S,New,No,Software,Fan C,Yes,2025-08-20,2025-09-21,2026-02-15,42,10,1M-5M,2026-02,False
2343,Opportunity 1343,Commit,2089581,Macon K,Existing,No,Electronics,Fan E,No,2025-08-20,2025-10-19,2026-01-16,42,-18,1M-5M,2026-01,False
